ID,fisk_id1,fisk_id2,Longitude,Latitude,Season,Date,Fjord,Distance_farm,Treatment,Location,Farm,Length_cm,Weight_g,Gonade_g,Length,Weight,Fulton,Liver,Gonad,Stomach,Ovarie,Code_sex_maturity,Maturity,Sex,nitrogen,dorsal fin,otolitt,redskap_Norw,Sampling_gear,Age,Age_first_spawn,Spawning_zones,pan1,pan2,NEAC,CC,Genotype,FA_G,FA_M,FA_L,Lauric,Tridecanoic,Myristic,Myristoleic,Pentadecanoic,Palmitic,Palmitoleic,Heptadecanoic,cis_10_Heptadecenoic,Stearic,Elaidic,Oleic,Vaccenic,Linoleic,Arachidic,g_Linolenic_Acid,cis_11_Eicosenoic,Linolenic,Eicosadienoic,Behenic,Eicosatrienoic_3n6,Erucic,Eicosatrienoic_3n3,Arachidonic,Docosadienoic,Lignoceric,Eicosapentaenoic,Nervonic,Docosatetraenoic,Docosapentaenoic,Docosahexaenoic,w3,w6,SFA,MFA,PUFA
F_246,WP3-246,20-B-50,21.82691,70.171994,Q320,2020-07-08,Bergsfjord,2226.6340955563,Impact,Bergsfjord,0,32.5,300,3,32.5,300,0.8739189804278562,4,3,6,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.02,0.98,CC,1,1,1,0.0444002755,8.2346368445,9.0701721104,0.0947948629,0.7206775521,24.2135741103,9.5665753424,0.4216732421,0.3348894477,4.2861620383,0.2338294121,13.1809701124,5.8910003004,1.453944994,0.2573417005,0.0458212358,16.3958680937,0.2758579966,0.2668292887,0.062151046,0.0659893953,1.4793949368,0.2253886429,0.1233468254,0.1750647869,0.0442696526,0.7039675696,1.5429989406,0.0228674697,0,0.5655417741,2.9488429806000003,2.1538639958,47.355058572299995,48.720321449000004,3.924619979
F_248,WP3-248,20-B-52,21.845349,70.147651,Q320,2020-07-08,Bergsfjord,5013.9873477225,Impact,Bergsfjord,0,41,530,NA,41,530,0.7689963871679169,5,NA,8,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0,1,CC,0,1,1,0.0513933417,8.4704583212,8.5081644522,0.096630153,0.5603726672,18.2490947367,7.96116127,0.198005106,0.2117961609,2.5751224517,0.1301307593,11.083007994999999,3.8431490767,2.7268395019,0.1752457687,0.0564829454,14.798346256,0.9299199585,0.4823079352,0.0593549212,0.113205855,1.3535224481,0.1147719586,0.691610393,0.6677520616,0.1156792334,5.1527284471,1.0788597277,0.0432060867,0.0559819389,9.4456980714,17.4960199179,4.7814047788,38.96289099999999,40.55660384670001,20.4805051533
F_252,WP3-252,20-B-56,21.788427,70.180457,Q420,2020-09-30,Bergsfjord,1734.6488968041,Impact,Bergsfjord,0,45.5,820,NA,45.5,820,0.8705218220977188,8,NA,16,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,2,NA,NA,A,A,0,1,CC,0,1,1,0.0482982931,18.7333173955,3.9988099391,0.0488432053,0.9087846976,18.6817339188,8.8571700681,0.9114890046,0.5281554445,6.3197876795,0.6863058138,14.4175358136,10.3474602049,1.1424525733,0.3148375511,0.0704832399,4.6472190309,0.3209718076,0.776954572,0.111487224,0.0672001286,0.5861160715,0.3155870381,0.9933261872,0.2155805207,0.0603490882,2.647438809,0.7034342684,0.083302974900000007,0.2278386503,2.2277287858,6.5610458565,3.3493001966000002,50.0888947915,40.822239921000005,9.0888652874
F_253,WP3-253,20-B-57,21.788427,70.180457,Q420,2020-09-30,Bergsfjord,1734.6488968041,Impact,Bergsfjord,0,48.5,1042,NA,48.5,1042,0.9133610833233808,14,NA,70,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,5,5,0,A,A,0,1,CC,0,1,1,0,17.4115282284,6.6807590926,0.0582470897,0.8657492603,17.6365396144,9.5861584083,0.8449623574,0.3337052625,7.258739773,1.2581888003,11.4746073108,9.8172731123,1.9808513279,0.3093553133,0.4059339573,5.2371818361,0.4261305185,0.8821876264,0.0311660368,0.0876638363,0.3406713682,0.2407644927,0.7564321758,0.2843110625,0,3.2092007229,0.4722641473,0.0327683935,0.296167863,1.7804910115,7.507475418,4.4301483796999985,51.03879967620001,38.5782973355,10.3829029883
F_254,WP3-254,20-B-58,21.788427,70.180457,Q420,2020-09-30,Bergsfjord,1734.6488968041,Impact,Bergsfjord,0,34.5,406,NA,34.5,406,0.988709593953286,4,NA,8,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,B,0,1,CC,0,1,1,0,23.4141518063,2.9536855571,0.0409139355,0.6097317635,15.1016340079,5.7447326472,0.5257136217,0.2672838923,5.3850167324,0.4660585722,11.1163865953,6.3251725426,1.9960130448,0.1489167835,0.0462148416,5.0915512761,0.4633085535,0.7566795889,0,0.0830077618,0.3330315862,0.1182119244,2.6788440991,0.2231453943,0.1029875606,6.8323607311,0.3110952343,0.0378269194,0.6831038069,8.1432192197,17.7729087269,5.8217316499,48.24183783299999,29.696226281700003,22.061935885500002
F_260,WP3-260,20-B-64,21.812099,70.172607,Q420,2020-09-30,Bergsfjord,2161.6972165624,Impact,Bergsfjord,0,55,1548,NA,55,1548,0.9304282494365139,38,NA,164,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,0,1,1,0.0392839245,8.0246750393,11.3496576935,0.0552183529,0.8299752999,23.4945202525,8.9835953603,0.4633696082,0.3655131986,5.1248612482,0.5292203677,17.3033944059,6.6328306783,0.7768307516,0.1953439294,0.3926782487,13.3229840128,0.0740944846,0.3327716345,0.0646027703,0.0224452254,0.5956900439,0.0133646833,0.0198802747,0.1602448232,0.0174752925,0.1211160973,0.625825675,0.012912201,0,0.0556244221,0.9669359543,1.7177631591000002,49.60376505829999,48.4142720954,1.9819628464000003
F_291,WP3-291,20-B-95,21.8249,70.1693,Q420,2020-10-04,Bergsfjord,2517.6529879468,Impact,Bergsfjord,0,84,4358,54,84,4358,0.7352742684375337,38,54,118,1,mature_female_berg,mature,female,1,1,1,Teine,traps,7,7,0,A,A,0,1,CC,1,1,1,0,30.5685812209,2.3619430138,0,0.547694318,16.0671989361,3.0059234291,0.4023251669,0.1548747379,6.9822298638,0.280020876,8.7660955612,4.0344022109,0.5319454963,0.3304341053,0.1168271419,4.3314092549,0.1753947373,0.234397218,0,0.041366028,2.0670315266,0.0963277536,3.1947006412,0.2830846476,0,5.4202190265,0.6607814499,0,0.0714561126,9.2733355257,15.3932839147,4.402321173,57.2604066248,23.300539046499996,19.439054328700003
F_292,WP3-292,20-B-96,21.8249,70.1693,Q420,2020-10-04,Bergsfjord,2517.6529879468,Impact,Bergsfjord,0,42,544,NA,42,544,0.7342619587517547,8,NA,10,NA,immature_male_berg,immature,male,1,1,1,Teine,traps,3,NA,NA,A,B,0,1,CC,0,1,1,0.042005027,11.6932190154,13.0135997223,0.0557493274,0.9544249212,22.4070380638,7.4173784189,0.2902660701,0.3360327856,2.6592229534,0.0622827827,11.6938483253,4.7058730633,1.4363416932,0.1725940482,0.0253259171,16.1691740167,0.4376587999,0.2534782234,0,0.0693384079,0.8905494709,0.2360350553,0.1861396403,0.1683055939,0.020462819,0.8274732022,1.5683381964,0.0263724367,0.042659965,2.1388120375,4.681321953199999,2.1653019124999995,51.2528326404,42.8992263872,5.8479409724
F_293,WP3-293,20-B-97,21.855,70.2157,Q420,2020-10-04,Bergsfjord,2968.3354455547,Impact,Bergsfjord,0,80.5,3832,NA,80.5,3832,0.7345779016557955,76,NA,540,NA,mature_male_berg,mature,male,1,1,1,Teine,traps,11,8,3,A,A,0.01,0.99,CC,0,1,1,0.0262732407,6.531211191,9.0371015315,0.0617936166,0.6955248836,20.9873777865,8.228711258,0.2912413203,0.4320682573,3.7490223758,0.0337614877,22.6775235532,4.4543226216,1.4858235318,0.1138003358,0.3966923826,17.1956852797,0.398544991,0.2743475202,0,0.0228651175,0.6351360903,0.0469883534,0.0492175628,0.2600232725,0.0125130744,0.5286750177,0.8659334088,0.0255342823,0,0.4822866553,2.5437735582,2.5145036697000003,41.444065739600006,54.58493557319999,3.9709986871000003
F_294,WP3-294,20-B-98,21.855,70.2157,Q420,2020-10-04,Bergsfjord,2968.3354455547,Impact,Bergsfjord,0,28.5,194,NA,28.5,194,0.8380446345164234,2,NA,8,NA,immature_male_berg,immature,male,1,1,1,Teine,traps,2,NA,NA,A,A,0.08,0.92,CC,0,1,1,0,22.3134143121,2.6881594463,0,0.5729626054,15.1649768341,3.4834289332,0.5863840441,0.2415638852,5.3844407984,0.4323768132,8.3872188039,5.8516530363,1.0969836877,0.1818144349,0.0788623403,3.2008847885,0.4084506965,0.847671719,0.0293963717,0.0997945102,3.0453874828,0.2968072198,3.5735036946,0.3919690218,0.0048901116,7.1544495804,0.5298062322,0.0233440747,0.2156642801,13.7137402409,22.477645008899998,6.112129048299999,46.9264389586,25.1723199753,27.901241066
F_296,WP3-296,20-B-100,21.8285,70.1707,Q420,2020-10-04,Bergsfjord,2377.2464551118,Impact,Bergsfjord,0,61,1914,6,61,1914,0.8432423859265753,62,6,36,1,mature_female_berg,mature,female,1,1,1,Teine,traps,4,NA,NA,A,B,0,1,CC,1,1,1,0,3.5190440135,4.9832160345,0.0357447506,0.4349255527,16.5317142072,5.0993947064,0.19390627,0.2813357329,3.8192926496,0.0935529583,14.8096608522,3.4051218671,2.0777738307,0.1299750424,0.1082452276,11.2434417729,2.1213647725,0.4543070231,0.1055009581,0.0780561331,0.6958905581,0.2863312026,0.4946213965,1.1354673744,0.0653651082,7.6740419937,1.0168940744,0.3436201854,0.2216463189,18.5405474323,28.8003407782,4.6920911707999995,29.782939836200004,36.6810372729,33.5360228908
F_297,WP3-297,20-B-101,21.8426,70.2126,Q420,2020-10-04,Bergsfjord,2464.7908501718,Impact,Bergsfjord,0,33,282,1,33,282,0.7847065698305368,4,1,4,NA,immature_female_berg,immature,female,1,1,1,Teine,traps,2,NA,NA,A,B,0.15,0.85,CC,1,1,1,0,26.0088852259,5.0438140217,0.0167876788,0.8032699126,22.4057487338,4.862841586,0.6337349036,0.3273124175,7.4630959663,0.2110635148,13.5475000209,5.8421468893,0.5747218656,0.1640102305,0.0104494995,5.8944680109,0.1916808832,0.2219746398,0.0397779267,0.0326478756,0.2673665399,0.0684065944,0.5337866981,0.0819856581,0.0633015833,1.220890404,1.1681493683,0,0.0429706049,2.2572107459,4.1642002148,1.4555662367,62.6256385044,32.1376360264,5.2367254691
F_303,WP3-303,20-F-29,21.486224,70.24228,Q420,2020-10-03,Frakkfjord,13764.5482302996,Control,Frakkfjord,0,90,6838,NA,90,6838,0.937997256515775,398,NA,194,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,11,9,3,A,B,0,1,CC,0,1,1,0,4.6489291092,7.2991365447,0.0900783604,0.5955416041,16.6376744289,7.8488353003,0.2281092175,0.4558640577,3.6615933688,0.1094530321,19.3021593084,3.5800499879,2.0973715727,0.1188983902,0.0901017119,16.0401884594,1.0416289452,0.3354658178,0.0155062688,0.0800907507,0.5573960841,0.1046442177,0.4040754165,0.5438555499,0,5.8177296648,0.5496194043,0.0218522366,0.0268789709,7.6972722185,15.743896644600001,3.5728130561,33.2053889322,48.5336439946,18.2609670732
F_37,WP3-37,BO-1,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,83.5,5100,NA,83.5,5100,0.8760134004285166,238,NA,96,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,5,NA,NA,A,A,0,1,CC,0,1,1,0,1.6867245601,7.085845934,0.0798825265,0.5388880069,18.2749364466,0.1399859223,0.1870150726,0.3240743102,4.1826050841,0.3622550488,19.3259613807,6.0621452294,2.6018183831,0.1887354357,0.4861898865,3.0096734167,0.6441844812,3.4209490361,0.0812771507,0.1183653403,1.0014444815,0.1813751597,0.6734885428,1.0603378717,0.0345268901,12.8086106904,0.8137616435,0.0297732904,0.0500106495,14.5451581278,30.1869730105,8.3909223509,32.2605545808,31.1191839596,36.6202614595
F_38,WP3-38,BO-2,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,69.5,3011,NA,69.5,3011,0.8969254387908338,87,NA,74,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,0,1,1,0,3.944376308,6.6026992296,0.0848145587,0.5128929955,17.8210097897,0.1793540118,0.2116072828,0.311291474,3.5286426634,0.1742281473,16.4822855771,5.83163955,2.4136584261,0.1718635954,0.0675398865,2.2397701708,0.5016358293,0.4399755228,0.2486301129,0.0934188336,1.4148771527,0.0921721609,0.6893723002,1.0179556179,0.1713183759,11.1997215865,0.9272240007,0.0275277395,0.0598659789,22.5386311214,36.304049273800004,4.7494483266000005,33.2130403532,27.645484643100005,39.14147500360001
F_41,WP3-41,BO-5,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,56,1460,NA,56,1460,0.8313593294460642,24,NA,50,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0,1,CC,0,1,1,0,7.8628685226,8.710287115,0,0.7108491557,19.5663960586,0.2114212017,0.5599849842,0.3086592349,7.2146527944,0.5753761412,12.0313564486,8.0040899541,1.9326028922,0.2604609675,0.5653276498,14.3157518763,0.9273071811,0.4899609318,0,0.092762674,1.0544550362,0.1359190502,0.5696277103,0.4979076244,0.0323159584,6.877042318,0.8325654284,0.0420018132,0.0412559873,5.5767932899,14.563613537599998,4.1901912957,44.9178155564,37.333675321399994,17.7485091222
F_42,WP3-42,BO-6,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,56,1436,NA,56,1436,0.8176931486880467,37,NA,50,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0,1,CC,0,1,1,0,5.7657677196,7.083304829,0.0907585272,0.5030383374,16.0656179147,0.1952867882,0.1594438918,0.3072367889,3.0656586188,0.2741724314,17.1986544764,6.3924509722,2.5888561714,0.1951795611,0.1205246943,2.3896526641,0.8211099891,2.0026246849,0.1694942726,0.1379169632,1.1435740158,0.1115835993,0.8967399278,0.9162399468,0.1077438739,13.0714632057,0.8156040937,0.0123193736,0.100001708,17.2979799589,33.1698846433,6.675221761999999,33.11524901889999,28.807390757900002,38.077360223
F_45,WP3-45,BO-9,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,56,1621,13,56,1621,0.9230366253644315,36,13,61,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,5,NA,NA,A,A,0,1,CC,1,1,1,0,5.6132124768,10.2468870792,0.0465658117,0.7133703988,15.2757160875,9.036086529,0.4448237115,0.1949794188,6.523824386,1.4409402748,6.131830555,8.9747886503,2.5509905021,0.3563986536,1.4498211477,4.4873698293,0.5998600382,0.6736904323,0.0190866453,0.1015378226,0.3180310705,0.2380256574,0.9933886446,1.0296887211,0.0279743446,16.6676979757,0.2934057765,0.0329775164,0.0788308829,5.4381989598,24.973743977900003,6.832094786800001,39.2212937833,30.923997915899996,29.854708300800002
F_47,WP3-47,BO-11,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,50,1124,NA,50,1124,0.8992,29,NA,30,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0,1,CC,0,1,1,0,6.9929085033,7.0413562449,0,0.8764485191,22.4827257357,0.2397364671,0.7464034255,0.4003990292,7.001189751,0.2895270518,13.9844986886,6.9741918877,1.6155824255,0.1878670131,0.072472553,16.2669645813,0.4963691063,0.4997143711,0.0319548135,0.0550123934,1.0084658305,0.1293070324,0.4801466285,0.3797633395,0.0309655242,4.8087499886,1.0302239708,0.0489913669,0.0388493847,5.789214373,12.3817032042,3.1516830779000005,45.3918195303,40.194007507,14.4141729629
F_48,WP3-48,BO-12,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,61,1897,NA,61,1897,0.835752772258471,67,NA,48,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,4,NA,NA,A,B,0,1,CC,0,1,1,0,3.8940341283,6.5510512451,0.064469344,0.5178100902,17.2036204032,0.1572995597,0.2184336218,0.3378509132,3.4341131421,0.0925213996,17.7886524897,4.5958331835,2.0845361949,0.1302284239,0.1079529436,2.8102015323,0.3798170386,1.9559850046,0.1617036988,0.1154197672,1.2389904304,0.1374463457,0.6794734679,1.0277379567,0.0597345344,11.1515299114,0.8452044813,0.0063551423,0.0337626737,22.2182309317,35.6255060574,5.9774604772,32.17072928779999,27.931023333699997,39.8982473783
F_53,WP3-53,BO-17,21.66872,70.35988,Q419,2019-10-09,Bergsfjord,19547.1107881474,Control,Outer Bergsfjord,0,61,1839,8,61,1839,0.8101999726849384,34,8,37,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.26,0.74,CC,1,1,1,0,6.3042281856,9.2890855949,0.0567494208,0.8060761508,18.3662837108,0.2278528411,0.3834683436,0.3572691925,5.1490689052,0.32027349,12.4777896057,5.6597545901,2.3618745177,0.213027427,0.1141200646,3.4197217788,0.6428408944,2.4542720808,0.3404984347,0.0772282421,1.5379961521,0.1621371685,0.998844849,0.9622305617,0.1138736271,10.4474436813,1.3602786512,0.0501584184,0.0759840414,15.2695693781,28.317008787,7.0187287343,40.965610379699996,25.417685722300003,33.616703898000004
F_54,WP3-54,BO-18,21.84219,70.21499,Q419,2019-10-09,Bergsfjord,2710.8390391332,Impact,Bergsfjord,0,55,1443,8,55,1443,0.8673178061607814,45,8,67,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,A,0,1,CC,1,1,1,0.0499086297,4.1011621931,7.3315704989,0.0677655482,0.720597105,19.7593816005,0.177549081,0.4385860142,0.3389446445,4.2517594483,0.1424918152,11.883984869,3.9899878562,2.3057731568,0.2128455391,0.0874593606,1.7325984033,0.3317283679,0.3684183957,0.1812760672,0.0887193484,0.6553491745,0.1917737995,0.650844881,1.094974921,0.0881562463,14.0375138555,1.084162722,0.0446961515,0.1075427935,23.4824775125,40.1250811178,4.640886215,37.13524334230001,20.0728341139,42.7919225439
F_55,WP3-55,BO-19,21.79035,70.38511,Q419,2019-10-09,Bergsfjord,21541.9821095951,Control,Outer Bergsfjord,0,45,857,NA,45,857,0.9404663923182441,16,NA,16,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,0,1,1,0,10.3418409653,7.3707925115,0.0827985538,0.8318280179,23.9802922974,0.3207246102,0.6635512497,0.5400383754,6.3108099048,0.2830111171,20.6827737913,9.6528540278,1.8964366384,0.2233281814,0.066338952,3.0818844164,0.9390449253,0.4020263801,0.0838372891,0.0677268377,1.7984014753,0.2544314259,0.6788790773,0.3133866771,0.0681638688,3.5128474188,1.2597667969,0.0281904719,0.0948875514,4.1691061941,9.927709228600001,3.4529850344999997,49.874444285900005,37.7022531642,12.423302549999999
F_57,WP3-57,BO-21,21.77799,70.21667,Q419,2019-10-10,Bergsfjord,3180.765721831,Impact,Bergsfjord,0,98,10100,97,98,10100,1.0731072937296535,737,97,635,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,8,NA,NA,B,B,0,1,CC,1,1,1,0,4.5402410493,3.5124770557,0.0282662099,0.4292644235,15.7326176582,0.1862603476,0.2209410398,0.4119102262,6.0013654009,0.1405354118,20.1471668371,5.7062234755,2.7861240102,0.1132713916,0.1085155218,10.3862453838,0.3005179281,0.4219131665,0.0662669103,0.0712484226,0.6684392914,0.1996086098,0.7073631394,0.8052012602,0.0168748398,9.6005948826,0.5679487958,0.0294826966,0.0628868902,16.0302277238,28.6794421166,4.929848217299999,30.6333197691,38.242995979099994,31.1236842518
F_58,WP3-58,BO-22,21.77799,70.21667,Q419,2019-10-10,Bergsfjord,3180.765721831,Impact,Bergsfjord,0,97,7300,101,97,7300,0.7998483575168762,230,101,146,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,9,NA,NA,A,B,0,1,CC,1,1,1,0.0324628744,4.2588954706,3.7849665962,0.0490789882,0.5009336256,12.1955912252,5.0956964947,0.2988318975,0.4576121939,3.1715912418,0.2545876798,19.6604151945,5.2990660683,2.9630941216,0.1321458698,0.0452583484,13.5095003144,1.4811254113,1.112542718,0.0437676674,0.2244050738,1.1739856194,0.4750958033,0.6994104524,0.8994361412,0.0675250964,6.1013719866,0.5688542419,0.0234053403,0.1442774405,15.2750688028,24.9589081548,5.967552195700001,24.4867115649,46.06879679509999,29.4444916402
F_6,WP3-6,BI-6,21.81979,70.19185,Q419,2019-10-08,Bergsfjord,0,Impact,Bergsfjord,1,51.5,1152,6,51.5,1152,0.8433945532598719,42,6,35,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.01,0.99,CC,1,1,1,0,3.1824745105,4.3086108086,0.0314017099,0.5974591032,8.5196856595,5.20063376,0.2159641956,0.2430932173,2.4671569868,1.8466571993,29.0253035713,4.8403243711,11.9949727855,0.1426126464,0.1607125909,7.3810809559,2.8716504329,0.9034212773,0.0760828358,0.3058520733,0.4154512454,0.477284534,0.6070154513,0.9072085713,0.0298040037,5.9100530845,0.1643807367,0.244617545,0.1182576585,6.8107764786,25.311344541100002,15.1238002946,19.539850750100005,49.1483267669,31.3118224831
F_62,WP3-62,BO-26,21.77799,70.21667,Q419,2019-10-10,Bergsfjord,3180.765721831,Impact,Bergsfjord,0,83,4705,57,83,4705,0.8228588617789492,79,57,93,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,5,NA,NA,B,B,0,1,CC,1,1,1,0.0573224427,3.185049331,10.8024489744,0.1281215032,0.7372431462,15.4161706073,0.181732092,0.1607700266,0.4839716157,1.982873862,0.0994810065,15.1277808082,3.7853371501,2.0731151148,0.1039322683,0.0953457126,4.9067081417,0.5281783361,1.182969504,0.0625864563,0.0705933046,27.8444300856,0.1082625804,0.1841735096,0.4931641035,0.0180963409,2.2386954995,1.2174581483,0.0217665427,0.0372976647,6.6649241204,11.1222949798,4.1211277918,32.5264934557,53.7750205513,13.6984859929
F_69,WP3-69,BO-33,21.80322,70.17718,Q419,2019-10-10,Bergsfjord,1748.6754843767999,Impact,Bergsfjord,0,66.5,2542,NA,66.5,2542,0.864391744242737,72,NA,53,NA,mature_male_berg,mature,male,1,1,1,Garn,gillnet,4,NA,NA,A,A,0,1,CC,0,1,1,0,7.9350945686,8.3787940067,0.0649134024,0.7633554873,22.8303907812,0.230349641,0.2977733981,0.4331492714,5.1773597397,0.1274444105,18.8530794963,6.8203606959,2.1448002739,0.1572704901,0.1242941467,3.535957946,0.5796037739,1.6206316775,0,0.0708607251,1.8034496807,0.1801841026,0.4020778326,0.5660653119,0.0253109617,5.4734560807,1.2371120203,0.0398088822,0.0395562506,10.0874949445,17.9254916523,4.968538849900001,45.565349433399994,33.1058165645,21.328834002199997
F_7,WP3-7,BI-7,21.81979,70.19185,Q419,2019-10-08,Bergsfjord,0,Impact,Bergsfjord,1,78.5,4328,23,78.5,4328,0.8947017398155452,253,23,123,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,5,NA,NA,A,B,0.22,0.78,CC,1,1,1,0,2.9333253723,4.1238307079,0.0597351647,0.4443464879,14.761564934,0.1936951372,0.2502536832,0.5223090579,4.3220649231,0.2495791943,21.3674759509,5.186415555,2.7667951786,0.1333342352,0.0909987758,10.7493895189,1.1225358016,0.7566936601,0.0898584552,0.138797482,0.6236851475,0.2313076667,1.0791046637,0.792502018,0.0520986895,9.287473978,0.5707325744,0.0207195817,0.124891001,16.9544854038,29.3649532281,5.6456113599,27.110677488300002,39.52301730079999,33.366305211
F_70,WP3-70,FI-2,21.4692993,70.223588,Q419,2019-10-09,Frakkfjord,13675.6392134952,Control,Frakkfjord,0,91,6400,145,91,6400,0.8492895825343597,349,145,151,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,12,8,4,A,A,0,1,CC,1,1,1,0,3.9546749139,6.5189568055,0.0872541375,0.5916373533,16.5312099833,0.1972810046,0.2557124363,0.5480752678,3.9390269226,0.1262727329,21.9881906567,6.3277083096,2.6558456617,0.1280655275,0.1940470553,3.7460678582,0.2933714546,0.3201089693,0.0555888276,0.0967172127,1.0781642539,0.1198307071,0.807725428,0.969045232,0.0423112385,9.2428745971,0.6934024268,0.3541431514,0.1108926272,18.0257972473,30.155240840400005,5.3976327104,32.0171840085,34.79241664799999,33.1903993437
F_71,WP3-71,FI-3,21.4692993,70.223588,Q419,2019-10-09,Frakkfjord,13675.6392134952,Control,Frakkfjord,0,77.5,3815,29,77.5,3815,0.8195763821288309,91,29,71,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,6,NA,NA,B,B,0,1,CC,1,1,1,0.0464721877,3.8281599548,8.9731108799,0.0822650682,0.3654054371,13.4630617348,6.845782203,0.1657152046,0.3213387943,1.8187899282,0.0448092922,11.2086549478,3.0130227208,2.0498442934,0.0988799188,0.0994892626,17.9519743105,1.057494995,0.3976228959,0.278016967,0.0290551837,1.5338746735,0.1670399573,0.3425872976,0.9608046854,0.129415308,6.1353369158,1.0253255711,0.0244136019,0.0508765982,17.491359211,25.8944569757,3.9038172205000006,29.1670275209,42.0270475814,28.805924897799997
F_72,WP3-72,FI-4,21.4692993,70.223588,Q419,2019-10-09,Frakkfjord,13675.6392134952,Control,Frakkfjord,0,86,5700,58,86,5700,0.8961475090243627,250,58,148,1,mature_female_frakk,mature,female,1,1,1,Garn,gillnet,8,NA,NA,A,A,0,1,CC,1,1,1,0,4.554691805,7.7184131735,0.1044398446,0.6412204194,16.5198220756,0.1970337153,0.2646505862,0.5405286793,3.5048360421,0.1111189334,19.6599861977,5.5280456438,2.4691672033,0.1186549247,0.1116060863,3.7898093775,0.3275117726,0.351268879,0.1195273674,0.0762562219,1.3194204677,0.1629037826,0.5797537551,1.0419988898,0.0753592263,8.6814274468,0.7476082323,0.3848236563,0.1241345996,20.1739809949,31.611614027199998,5.0148746917,33.51717562020001,31.997991091599996,34.4848332882
F_73,WP3-73,FI-5,21.48548,70.2535,Q419,2019-10-16,Frakkfjord,14341.0289628615,Control,Frakkfjord,0,64.5,2710,9,64.5,2710,1.009927381190289,62,9,86,1,mature_female_frakk,mature,female,1,1,1,Jukse,hooks,4,NA,NA,A,A,0,1,CC,1,1,1,0,4.219941402,4.402987678,0.0805026153,0.6762984617,18.1678096756,0.3871702023,0.5140474753,0.5381126466,5.848465314,0.3851750796,15.0990529224,6.1017629704,1.5550063159,0.1685520806,0.1005235919,9.4197895875,1.0315869706,0.5412709472,0.0635908595,0.1023792898,0.7515193532,0.2388713878,1.4132922614,0.7892309343,0.0612637604,9.6746059701,0.9952325366,0.3036706746,0.286829232,16.0814578033,27.8367707091,4.805374015100001,34.12295670710001,33.7583179139,32.118725378899995
F_74,WP3-74,FI-6,21.48548,70.2535,Q419,2019-10-16,Frakkfjord,14341.0289628615,Control,Frakkfjord,0,67,2790,58,67,2790,0.9276407004850996,35,58,145,1,mature_female_frakk,mature,female,1,1,1,Jukse,hooks,8,NA,NA,A,B,0,1,CC,1,1,1,0,11.8032333291,5.0069592794,0.0405538391,0.851295673,25.6338722007,6.3020857853,0.5893367337,0.4860812972,6.7741397309,0.2709784495,15.5545400505,6.1161853558,1.3040362472,0.1883722326,0.1255768176,6.7156685914,0.5292727742,0.6592003434,0.0290066521,0.0390401068,0.7127801466,0.1370923615,0.6825552167,0.336042951,0.01377462,3.7489732761,0.7272411329,0,0.1444164175,4.4776883882,9.812206690499998,3.1464516827,50.8899904515,36.9261146483,12.183894900199999
