ID,fisk_id1,fisk_id2,Longitude,Latitude,Season,Date,Fjord,Distance_farm,Treatment,Treatment_2,Farm,Length_cm,Weight_g,Gonade_g,Length,Weight,Liver,Gonad,Stomach,Ovarie,Code_sex_maturity,Maturity,Sex,nitrogen,dorsal fin,otolitt,redskap_Norw,Sampling_gear,Age,Age_first_spawn,Spawning_zones,pan1,pan2,NEAC,CC,Genotype,FA_G,FA_M,FA_L,Lauric,Tridecanoic,Myristic,Myristoleic,Pentadecanoic,Palmitic,Palmitoleic,Heptadecanoic,cis_10_Heptadecenoic,Stearic,Elaidic,Oleic,Vaccenic,Linoleic,Arachidic,g_Linolenic_Acid,cis_11_Eicosenoic,Linolenic,Eicosadienoic,Behenic,Eicosatrienoic_3n6,Erucic,Eicosatrienoic_3n3,Arachidonic,Docosadienoic,Lignoceric,Eicosapentaenoic,Nervonic,Docosatetraenoic,Docosapentaenoic,Docosahexaenoic
F_238,WP3-238,20-B-42,21.82426,70.183487,Q320,08/07/2020,Bergsfjord,946.118666648,Impact,Impact,0,41.5,619,,41.5,619,8,NA,12,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,13.3823992032,5.1836377093,0.0672346712,0.6577987389,17.4190758884,9.9680039966,0.5265909264,0.3883701655,5.4190372292,0.4535918998,14.0780005827,8.7783389518,2.038773552,0.260559028,0.1809132712,4.2430272987,0.4765230859,0.6084363158,0.0812643813,0.0923447052,0.5090152392,0.1619666015,1.855248592,0.4153918545,0.076294283,6.3985182918,0.6571863092,0.0493915909,0.2014230857,5.3716425511
F_239,WP3-239,20-B-43,21.760953,70.22529,Q320,08/07/2020,Bergsfjord,4333.0617763756,Control,Control,0,45,798,,45,798,13,NA,18,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,5,NA,NA,A,A,0.00,1.00,CC,0,1,1,0.0758366619,4.8359163284,4.6821421874,0.0841011822,0.6109847122,18.8379652353,10.9536802471,0.4611319095,0.5146650433,5.4992825041,0.3895767554,21.5013098445,10.516533164,2.1118888068,0.1868923591,0.1639918704,4.3644931523,0.6701360421,0.5896450041,0.0348830633,0.0801391775,0.4242363526,0.1487504948,0.9534258726,0.4462970424,0.0269359955,8.0864855997,0.3415193945,0.1813820599,0.146012934,2.0797590032
F_240,WP3-240,20-B-44,21.760953,70.22529,Q320,08/07/2020,Bergsfjord,4333.0617763756,Control,Control,0,91,5500,,91,5500,273,NA,72,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,NA,NA,NA,B,B,1.00,0.00,NEAC,0,1,1,0,3.5116655359,5.3042202311,0.0863257354,0.3817716544,13.2030796306,9.0636695779,0.1555378129,0.2518664127,3.7142928611,0.0936314046,16.861800835,5.3786067796,2.575043696,0.0948633061,0.1214008812,14.4747919514,0.9223929628,0.3549271125,0.0931205467,0.0865366138,0.8644354105,0.115046972,0.5287595091,0.6211334889,0.0291204307,8.1741537678,0.5493424176,0.2824551367,0.114866524,11.9911408011
F_243,WP3-243,20-B-47,21.82691,70.171994,Q320,08/07/2020,Bergsfjord,2226.6340955563,Control,Impact,0,36,398,,36,398,7,NA,8,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.83,0.17,NEAC,0,1,1,0,4.8679990941,5.6771720007,0.0763381888,0.4369346706,17.7262510425,7.4048942733,0.2404540556,0.2325791245,3.7155006701,0.2083449327,14.3750418485,5.9829839976,2.1029027223,0.1876538942,0.1705500346,11.2355652926,0.9144412201,0.5753714409,0.0231382713,0.1148516586,0.9276022993,0.1298769115,0.7856729517,0.7972636647,0.0859346612,8.521514319,0.6289304319,0.0500474568,0.1156974126,11.6884914576
F_244,WP3-244,20-B-48,21.82691,70.171994,Q320,08/07/2020,Bergsfjord,2226.6340955563,Control,Impact,0,43,720,,43,720,8,NA,15,NA,immature_male_berg,immature,male,1,1,0,Jukse,hooks,NA,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,19.849749693,4.8165433995,0.0262254968,0.5373453227,16.455785333,5.8292384456,0.3171947229,0.2874478799,4.0063974341,0.2347448499,12.1662575141,5.6389040939,1.8966110336,0.2347885085,0.0409104257,8.4287791408,0.4798040208,0.3632883831,0.0526620232,0.0551313057,0.8527199075,0.1875845568,1.714498271,0.3180159666,0.0618434785,4.3095379528,1.0690355656,0.0619882596,0.1550659993,9.5519010154
F_245,WP3-245,20-B-49,21.82691,70.171994,Q320,08/07/2020,Bergsfjord,2226.6340955563,Control,Impact,0,40,530,,40,530,6,NA,20,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,28.4978176232,2.9052112569,0.1226843693,0.6515193357,16.8447446879,6.4061739601,0.5457620184,0.3968280726,5.5901278993,0.4871718568,12.3031042317,8.1680131647,1.1472038031,0.2151819268,0.1399192863,3.6796413823,0.2334631879,0.1816178638,0.1083968203,0.0492835547,2.0673535713,0.1372643433,1.5350191775,0.1509552489,0.0407685179,2.8731193429,0.5408126828,0.0308580036,0.1061289868,3.8438538232
F_246,WP3-246,20-B-50,21.82691,70.171994,Q320,08/07/2020,Bergsfjord,2226.6340955563,Control,Impact,0,32.5,300,3,32.5,300,4,3,6,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.02,0.98,CC,1,1,1,0.0444002755,8.2346368445,9.0701721104,0.0947948629,0.7206775521,24.2135741103,9.5665753424,0.4216732421,0.3348894477,4.2861620383,0.2338294121,13.1809701124,5.8910003004,1.453944994,0.2573417005,0.0458212358,16.3958680937,0.2758579966,0.2668292887,0.062151046,0.0659893953,1.4793949368,0.2253886429,0.1233468254,0.1750647869,0.0442696526,0.7039675696,1.5429989406,0.0228674697,0,0.5655417741
F_248,WP3-248,20-B-52,21.845349,70.147651,Q320,08/07/2020,Bergsfjord,5013.9873477225,Control,Control,0,41,530,,41,530,5,NA,8,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.00,1.00,CC,0,1,1,0.0513933417,8.4704583212,8.5081644522,0.096630153,0.5603726672,18.2490947367,7.96116127,0.198005106,0.2117961609,2.5751224517,0.1301307593,11.083007995,3.8431490767,2.7268395019,0.1752457687,0.0564829454,14.798346256,0.9299199585,0.4823079352,0.0593549212,0.113205855,1.3535224481,0.1147719586,0.691610393,0.6677520616,0.1156792334,5.1527284471,1.0788597277,0.0432060867,0.0559819389,9.4456980714
F_252,WP3-252,20-B-56,21.788427,70.180457,Q420,30/09/2020,Bergsfjord,1734.6488968041,Impact,Impact,0,45.5,820,,45.5,820,8,NA,16,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,2,NA,NA,A,A,0.00,1.00,CC,0,1,1,0.0482982931,18.7333173955,3.9988099391,0.0488432053,0.9087846976,18.6817339188,8.8571700681,0.9114890046,0.5281554445,6.3197876795,0.6863058138,14.4175358136,10.3474602049,1.1424525733,0.3148375511,0.0704832399,4.6472190309,0.3209718076,0.776954572,0.111487224,0.0672001286,0.5861160715,0.3155870381,0.9933261872,0.2155805207,0.0603490882,2.647438809,0.7034342684,0.0833029749,0.2278386503,2.2277287858
F_253,WP3-253,20-B-57,21.788427,70.180457,Q420,30/09/2020,Bergsfjord,1734.6488968041,Impact,Impact,0,48.5,1042,,48.5,1042,14,NA,70,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,5,5,0,A,A,0.00,1.00,CC,0,1,1,0,17.4115282284,6.6807590926,0.0582470897,0.8657492603,17.6365396144,9.5861584083,0.8449623574,0.3337052625,7.258739773,1.2581888003,11.4746073108,9.8172731123,1.9808513279,0.3093553133,0.4059339573,5.2371818361,0.4261305185,0.8821876264,0.0311660368,0.0876638363,0.3406713682,0.2407644927,0.7564321758,0.2843110625,0,3.2092007229,0.4722641473,0.0327683935,0.296167863,1.7804910115
F_254,WP3-254,20-B-58,21.788427,70.180457,Q420,30/09/2020,Bergsfjord,1734.6488968041,Impact,Impact,0,34.5,406,,34.5,406,4,NA,8,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,B,0.00,1.00,CC,0,1,1,0,23.4141518063,2.9536855571,0.0409139355,0.6097317635,15.1016340079,5.7447326472,0.5257136217,0.2672838923,5.3850167324,0.4660585722,11.1163865953,6.3251725426,1.9960130448,0.1489167835,0.0462148416,5.0915512761,0.4633085535,0.7566795889,0,0.0830077618,0.3330315862,0.1182119244,2.6788440991,0.2231453943,0.1029875606,6.8323607311,0.3110952343,0.0378269194,0.6831038069,8.1432192197
F_259,WP3-259,20-B-63,21.824407,70.17042,Q420,30/09/2020,Bergsfjord,2391.9326613836,Control,Impact,0,62.5,1848,10,62.5,1848,50,10,36,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,4,NA,NA,A,B,0.91,0.09,NEAC,1,1,1,0.0499701745,4.2256075359,7.2911002353,0.0774654139,0.5839692653,16.208961297,7.0676196957,0.1935969524,0.3316324575,2.1638094892,0.1072134459,14.7225070042,3.0508122701,2.4084040115,0.1164895017,0.1406791274,12.9666139808,1.7299863506,0.3791499231,0.048671328,0.0967162289,0.4751437385,0.1842099294,0.3516376389,1.1065152659,0.0375097582,8.9251197703,0.4890966176,0.0332621328,0.0262105133,14.4103189463
F_26,WP3-26,BI-26,21.81979,70.19185,Q419,10/10/2019,Bergsfjord,0,Impact,Impact,1,56.5,1373,8,56.5,1373,40,8,52,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,4,NA,NA,B,B,1.00,0.00,NEAC,1,1,1,0,4.1423523553,4.3462011464,0.0273528828,0.7038001537,9.1941166231,0.2079691442,0.2738368733,0.351712844,2.8905924897,2.0506916127,29.2264362994,5.7121786195,12.8212692631,0.1659351632,0.1209176656,6.18124508,2.1883945217,0.7857843241,0,0.2750063247,0.3534483308,0.5000465823,1.0703329854,0.7587161775,0.0180027593,7.6464860239,0.1687180011,0.0293347648,0.1509800184,7.6381409701
F_260,WP3-260,20-B-64,21.812099,70.172607,Q420,30/09/2020,Bergsfjord,2161.6972165624,Control,Impact,0,55,1548,,55,1548,38,NA,164,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0.0392839245,8.0246750393,11.3496576935,0.0552183529,0.8299752999,23.4945202525,8.9835953603,0.4633696082,0.3655131986,5.1248612482,0.5292203677,17.3033944059,6.6328306783,0.7768307516,0.1953439294,0.3926782487,13.3229840128,0.0740944846,0.3327716345,0.0646027703,0.0224452254,0.5956900439,0.0133646833,0.0198802747,0.1602448232,0.0174752925,0.1211160973,0.625825675,0.012912201,0,0.0556244221
F_291,WP3-291,20-B-95,21.8249,70.1693,Q420,04/10/2020,Bergsfjord,2517.6529879468,Control,Impact,0,84,4358,54,84,4358,38,54,118,1,mature_female_berg,mature,female,1,1,1,Teine,traps,7,7,0,A,A,0.00,1.00,CC,1,1,1,0,30.5685812209,2.3619430138,0,0.547694318,16.0671989361,3.0059234291,0.4023251669,0.1548747379,6.9822298638,0.280020876,8.7660955612,4.0344022109,0.5319454963,0.3304341053,0.1168271419,4.3314092549,0.1753947373,0.234397218,0,0.041366028,2.0670315266,0.0963277536,3.1947006412,0.2830846476,0,5.4202190265,0.6607814499,0,0.0714561126,9.2733355257
F_292,WP3-292,20-B-96,21.8249,70.1693,Q420,04/10/2020,Bergsfjord,2517.6529879468,Control,Impact,0,42,544,,42,544,8,NA,10,NA,immature_male_berg,immature,male,1,1,1,Teine,traps,3,NA,NA,A,B,0.00,1.00,CC,0,1,1,0.042005027,11.6932190154,13.0135997223,0.0557493274,0.9544249212,22.4070380638,7.4173784189,0.2902660701,0.3360327856,2.6592229534,0.0622827827,11.6938483253,4.7058730633,1.4363416932,0.1725940482,0.0253259171,16.1691740167,0.4376587999,0.2534782234,0,0.0693384079,0.8905494709,0.2360350553,0.1861396403,0.1683055939,0.020462819,0.8274732022,1.5683381964,0.0263724367,0.042659965,2.1388120375
F_293,WP3-293,20-B-97,21.855,70.2157,Q420,04/10/2020,Bergsfjord,2968.3354455547,Control,Impact,0,80.5,3832,,80.5,3832,76,NA,540,NA,mature_male_berg,mature,male,1,1,1,Teine,traps,11,8,3,A,A,0.01,0.99,CC,0,1,1,0.0262732407,6.531211191,9.0371015315,0.0617936166,0.6955248836,20.9873777865,8.228711258,0.2912413203,0.4320682573,3.7490223758,0.0337614877,22.6775235532,4.4543226216,1.4858235318,0.1138003358,0.3966923826,17.1956852797,0.398544991,0.2743475202,0,0.0228651175,0.6351360903,0.0469883534,0.0492175628,0.2600232725,0.0125130744,0.5286750177,0.8659334088,0.0255342823,0,0.4822866553
F_294,WP3-294,20-B-98,21.855,70.2157,Q420,04/10/2020,Bergsfjord,2968.3354455547,Control,Impact,0,28.5,194,,28.5,194,2,NA,8,NA,immature_male_berg,immature,male,1,1,1,Teine,traps,2,NA,NA,A,A,0.08,0.92,CC,0,1,1,0,22.3134143121,2.6881594463,0,0.5729626054,15.1649768341,3.4834289332,0.5863840441,0.2415638852,5.3844407984,0.4323768132,8.3872188039,5.8516530363,1.0969836877,0.1818144349,0.0788623403,3.2008847885,0.4084506965,0.847671719,0.0293963717,0.0997945102,3.0453874828,0.2968072198,3.5735036946,0.3919690218,0.0048901116,7.1544495804,0.5298062322,0.0233440747,0.2156642801,13.7137402409
F_296,WP3-296,20-B-100,21.8285,70.1707,Q420,04/10/2020,Bergsfjord,2377.2464551118,Control,Impact,0,61,1914,6,61,1914,62,6,36,1,mature_female_berg,mature,female,1,1,1,Teine,traps,4,NA,NA,A,B,0.00,1.00,CC,1,1,1,0,3.5190440135,4.9832160345,0.0357447506,0.4349255527,16.5317142072,5.0993947064,0.19390627,0.2813357329,3.8192926496,0.0935529583,14.8096608522,3.4051218671,2.0777738307,0.1299750424,0.1082452276,11.2434417729,2.1213647725,0.4543070231,0.1055009581,0.0780561331,0.6958905581,0.2863312026,0.4946213965,1.1354673744,0.0653651082,7.6740419937,1.0168940744,0.3436201854,0.2216463189,18.5405474323
F_297,WP3-297,20-B-101,21.8426,70.2126,Q420,04/10/2020,Bergsfjord,2464.7908501718,Control,Impact,0,33,282,1,33,282,4,1,4,NA,immature_female_berg,immature,female,1,1,1,Teine,traps,2,NA,NA,A,B,0.15,0.85,CC,1,1,1,0,26.0088852259,5.0438140217,0.0167876788,0.8032699126,22.4057487338,4.862841586,0.6337349036,0.3273124175,7.4630959663,0.2110635148,13.5475000209,5.8421468893,0.5747218656,0.1640102305,0.0104494995,5.8944680109,0.1916808832,0.2219746398,0.0397779267,0.0326478756,0.2673665399,0.0684065944,0.5337866981,0.0819856581,0.0633015833,1.220890404,1.1681493683,0,0.0429706049,2.2572107459
F_30,WP3-30,BI-30,21.81979,70.19185,Q419,10/10/2019,Bergsfjord,0,Impact,Impact,1,48,980,,48,980,29,NA,34,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,B,B,1.00,0.00,NEAC,0,1,1,0.0198743104,3.7441964643,3.8788305329,0.0424922282,0.5509376398,14.5551202485,5.7964219865,0.5060007757,0.4034126072,4.69642867,0.1597196662,14.3355268575,5.2815095735,2.5168825577,0.1488125245,0.1059753232,7.2453340976,1.330918512,0.8196646856,0.1082374569,0.1107875633,0.4871243325,0.2884089904,1.3791015439,0.9080976248,0.0506442462,11.4900571667,0.5290527567,0.021208133,0.0960038651,18.3932170591
F_303,WP3-303,20-F-29,21.486224,70.24228,Q420,03/10/2020,Frakkfjord,13764.5482302996,Control,Control,0,90,6838,,90,6838,398,NA,194,NA,mature_male_frakk,mature,male,1,1,1,Garn,gillnet,11,9,3,A,B,0.00,1.00,CC,0,1,1,0,4.6489291092,7.2991365447,0.0900783604,0.5955416041,16.6376744289,7.8488353003,0.2281092175,0.4558640577,3.6615933688,0.1094530321,19.3021593084,3.5800499879,2.0973715727,0.1188983902,0.0901017119,16.0401884594,1.0416289452,0.3354658178,0.0155062688,0.0800907507,0.5573960841,0.1046442177,0.4040754165,0.5438555499,0,5.8177296648,0.5496194043,0.0218522366,0.0268789709,7.6972722185
F_31,WP3-31,BI-31,21.81979,70.19185,Q419,10/10/2019,Bergsfjord,0,Impact,Impact,1,39.5,507,4,39.5,507,15,4,14,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,1.00,0.00,NEAC,1,1,1,0,5.9558461834,5.8657680851,0.0438730355,0.7736999263,18.2713906008,0.3880450422,0.6772661587,0.45495537,6.0122761535,0.4374453341,16.7159016285,5.5021349776,3.2242442182,0.2122918305,0.1230421176,10.108021745,0.7048860933,2.0290067502,0.0642170049,0.1332800785,0.6357968973,0.3732152575,0.8322385533,0.8262067833,0,7.9863322007,0.6142203859,0.0477907461,0.0753615095,10.9112453326
F_32,WP3-32,BI-32,21.81979,70.19185,Q419,10/10/2019,Bergsfjord,0,Impact,Impact,1,46,717,3,46,717,15,3,16,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.97,0.03,NEAC,1,1,1,0.0214030293,9.4555105728,4.2903689168,0.0468033771,0.8192932541,24.4926255586,7.1026911222,0.6888444792,0.5664418183,7.6161586191,0.2424158745,19.3973905255,7.3335587127,1.2988650974,0.1955774938,0.047635848,6.8927021556,0.3935941695,0.3521508699,0.3571717219,0.0358692082,0.5373693198,0.118494363,0.398383354,0.1469006396,1.9135008007,1.8933534552,0.917965482,0.018468179,0.0261356161,2.3823563662
F_37,WP3-37,BO-1,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,83.5,5100,,83.5,5100,238,NA,96,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,5,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,1.6867245601,7.085845934,0.0798825265,0.5388880069,18.2749364466,0.1399859223,0.1870150726,0.3240743102,4.1826050841,0.3622550488,19.3259613807,6.0621452294,2.6018183831,0.1887354357,0.4861898865,3.0096734167,0.6441844812,3.4209490361,0.0812771507,0.1183653403,1.0014444815,0.1813751597,0.6734885428,1.0603378717,0.0345268901,12.8086106904,0.8137616435,0.0297732904,0.0500106495,14.5451581278
F_38,WP3-38,BO-2,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,69.5,3011,,69.5,3011,87,NA,74,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,3.944376308,6.6026992296,0.0848145587,0.5128929955,17.8210097897,0.1793540118,0.2116072828,0.311291474,3.5286426634,0.1742281473,16.4822855771,5.83163955,2.4136584261,0.1718635954,0.0675398865,2.2397701708,0.5016358293,0.4399755228,0.2486301129,0.0934188336,1.4148771527,0.0921721609,0.6893723002,1.0179556179,0.1713183759,11.1997215865,0.9272240007,0.0275277395,0.0598659789,22.5386311214
F_39,WP3-39,BO-3,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,59.5,1717,,59.5,1717,39,NA,56,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0.33,0.67,mix,0,1,1,0,4.3127905461,7.0409686901,0.0775421979,0.5430389332,16.0863779385,9.7223266784,0.2014259864,0.2522865738,4.4161428986,0.3774644161,11.425266045,5.8330403296,1.7823589503,0.197480522,0.0940339394,16.4846171039,0.5109923897,0.4058018372,0.0930940374,0.0783124136,1.2159988657,0.1283100196,0.6055339397,0.7704030965,0.0187645163,8.3995882483,0.9565431169,0.0251996221,0.0357487464,7.9085474012
F_4,WP3-4,BI-4,21.81979,70.19185,Q419,08/10/2019,Bergsfjord,0,Impact,Impact,1,65,2381,,65,2381,48,NA,57,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,6,NA,NA,A,A,0.37,0.64,mix,0,1,1,0,1.6899081109,3.8495474244,0.0580787867,0.4929569789,14.8152910722,5.9780450573,0.2797438525,0.5287418961,4.833749547,0.2396240596,20.2714455247,6.5316942062,2.3636519153,0.1421372375,0.0948143645,8.5214346992,0.6195675653,1.3672038831,0.1048650042,0.1653676281,0.5443007006,0.3316933888,1.1513216626,0.6838918198,0.0350860608,8.1418052895,0.4900224515,0.0272178366,0.1367333992,15.5100585769
F_41,WP3-41,BO-5,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,56,1460,,56,1460,24,NA,50,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,7.8628685226,8.710287115,0,0.7108491557,19.5663960586,0.2114212017,0.5599849842,0.3086592349,7.2146527944,0.5753761412,12.0313564486,8.0040899541,1.9326028922,0.2604609675,0.5653276498,14.3157518763,0.9273071811,0.4899609318,0,0.092762674,1.0544550362,0.1359190502,0.5696277103,0.4979076244,0.0323159584,6.877042318,0.8325654284,0.0420018132,0.0412559873,5.5767932899
F_42,WP3-42,BO-6,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,56,1436,,56,1436,37,NA,50,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.00,1.00,CC,0,1,1,0,5.7657677196,7.083304829,0.0907585272,0.5030383374,16.0656179147,0.1952867882,0.1594438918,0.3072367889,3.0656586188,0.2741724314,17.1986544764,6.3924509722,2.5888561714,0.1951795611,0.1205246943,2.3896526641,0.8211099891,2.0026246849,0.1694942726,0.1379169632,1.1435740158,0.1115835993,0.8967399278,0.9162399468,0.1077438739,13.0714632057,0.8156040937,0.0123193736,0.100001708,17.2979799589
F_45,WP3-45,BO-9,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,56,1621,13,56,1621,36,13,61,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,5,NA,NA,A,A,0.00,1.00,CC,1,1,1,0,5.6132124768,10.2468870792,0.0465658117,0.7133703988,15.2757160875,9.036086529,0.4448237115,0.1949794188,6.523824386,1.4409402748,6.131830555,8.9747886503,2.5509905021,0.3563986536,1.4498211477,4.4873698293,0.5998600382,0.6736904323,0.0190866453,0.1015378226,0.3180310705,0.2380256574,0.9933886446,1.0296887211,0.0279743446,16.6676979757,0.2934057765,0.0329775164,0.0788308829,5.4381989598
F_47,WP3-47,BO-11,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,50,1124,,50,1124,29,NA,30,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,3,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,6.9929085033,7.0413562449,0,0.8764485191,22.4827257357,0.2397364671,0.7464034255,0.4003990292,7.001189751,0.2895270518,13.9844986886,6.9741918877,1.6155824255,0.1878670131,0.072472553,16.2669645813,0.4963691063,0.4997143711,0.0319548135,0.0550123934,1.0084658305,0.1293070324,0.4801466285,0.3797633395,0.0309655242,4.8087499886,1.0302239708,0.0489913669,0.0388493847,5.789214373
F_48,WP3-48,BO-12,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,61,1897,,61,1897,67,NA,48,NA,mature_male_berg,mature,male,1,1,1,Jukse,hooks,4,NA,NA,A,B,0.00,1.00,CC,0,1,1,0,3.8940341283,6.5510512451,0.064469344,0.5178100902,17.2036204032,0.1572995597,0.2184336218,0.3378509132,3.4341131421,0.0925213996,17.7886524897,4.5958331835,2.0845361949,0.1302284239,0.1079529436,2.8102015323,0.3798170386,1.9559850046,0.1617036988,0.1154197672,1.2389904304,0.1374463457,0.6794734679,1.0277379567,0.0597345344,11.1515299114,0.8452044813,0.0063551423,0.0337626737,22.2182309317
F_53,WP3-53,BO-17,21.66872,70.35988,Q419,09/10/2019,Bergsfjord,19547.1107881474,Control,Control,0,61,1839,8,61,1839,34,8,37,1,mature_female_berg,mature,female,1,1,1,Jukse,hooks,3,NA,NA,A,B,0.26,0.74,CC,1,1,1,0,6.3042281856,9.2890855949,0.0567494208,0.8060761508,18.3662837108,0.2278528411,0.3834683436,0.3572691925,5.1490689052,0.32027349,12.4777896057,5.6597545901,2.3618745177,0.213027427,0.1141200646,3.4197217788,0.6428408944,2.4542720808,0.3404984347,0.0772282421,1.5379961521,0.1621371685,0.998844849,0.9622305617,0.1138736271,10.4474436813,1.3602786512,0.0501584184,0.0759840414,15.2695693781
F_54,WP3-54,BO-18,21.84219,70.21499,Q419,09/10/2019,Bergsfjord,2710.8390391332,Control,Impact,0,55,1443,8,55,1443,45,8,67,1,immature_female_berg,immature,female,1,1,1,Jukse,hooks,3,NA,NA,A,A,0.00,1.00,CC,1,1,1,0.0499086297,4.1011621931,7.3315704989,0.0677655482,0.720597105,19.7593816005,0.177549081,0.4385860142,0.3389446445,4.2517594483,0.1424918152,11.883984869,3.9899878562,2.3057731568,0.2128455391,0.0874593606,1.7325984033,0.3317283679,0.3684183957,0.1812760672,0.0887193484,0.6553491745,0.1917737995,0.650844881,1.094974921,0.0881562463,14.0375138555,1.084162722,0.0446961515,0.1075427935,23.4824775125
F_55,WP3-55,BO-19,21.79035,70.38511,Q419,09/10/2019,Bergsfjord,21541.9821095951,Control,Control,0,45,857,,45,857,16,NA,16,NA,immature_male_berg,immature,male,1,1,1,Jukse,hooks,4,NA,NA,A,A,0.00,1.00,CC,0,1,1,0,10.3418409653,7.3707925115,0.0827985538,0.8318280179,23.9802922974,0.3207246102,0.6635512497,0.5400383754,6.3108099048,0.2830111171,20.6827737913,9.6528540278,1.8964366384,0.2233281814,0.066338952,3.0818844164,0.9390449253,0.4020263801,0.0838372891,0.0677268377,1.7984014753,0.2544314259,0.6788790773,0.3133866771,0.0681638688,3.5128474188,1.2597667969,0.0281904719,0.0948875514,4.1691061941
F_57,WP3-57,BO-21,21.77799,70.21667,Q419,10/10/2019,Bergsfjord,3180.765721831,Control,Control,0,98,10100,97,98,10100,737,97,635,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,8,NA,NA,B,B,0.00,1.00,CC,1,1,1,0,4.5402410493,3.5124770557,0.0282662099,0.4292644235,15.7326176582,0.1862603476,0.2209410398,0.4119102262,6.0013654009,0.1405354118,20.1471668371,5.7062234755,2.7861240102,0.1132713916,0.1085155218,10.3862453838,0.3005179281,0.4219131665,0.0662669103,0.0712484226,0.6684392914,0.1996086098,0.7073631394,0.8052012602,0.0168748398,9.6005948826,0.5679487958,0.0294826966,0.0628868902,16.0302277238
F_58,WP3-58,BO-22,21.77799,70.21667,Q419,10/10/2019,Bergsfjord,3180.765721831,Control,Control,0,97,7300,101,97,7300,230,101,146,1,mature_female_berg,mature,female,1,1,1,Garn,gillnet,9,NA,NA,A,B,0.00,1.00,CC,1,1,1,0.0324628744,4.2588954706,3.7849665962,0.0490789882,0.5009336256,12.1955912252,5.0956964947,0.2988318975,0.4576121939,3.1715912418,0.2545876798,19.6604151945,5.2990660683,2.9630941216,0.1321458698,0.0452583484,13.5095003144,1.4811254113,1.112542718,0.0437676674,0.2244050738,1.1739856194,0.4750958033,0.6994104524,0.8994361412,0.0675250964,6.1013719866,0.5688542419,0.0234053403,0.1442774405,15.2750688028
